t,aerospike,bell
17.5,8126.867943,7768.899812
17.51,8131.386624,7773.193732
17.52,8135.903228,7777.48562
17.53,8140.417756,7781.775476
17.54,8144.93021,7786.063301
17.55,8149.440591,7790.349096
17.56,8153.9489,7794.632864
17.57,8158.45514,7798.914605
17.58,8162.95931,7803.194321
17.59,8167.461413,7807.472013
17.6,8171.96145,7811.747682
17.61,8176.459422,7816.021329
17.62,8180.955331,7820.292957
17.63,8185.449178,7824.562566
17.64,8189.940964,7828.830157
17.65,8194.430691,7833.095733
17.66,8198.91836,7837.359293
17.67,8203.403973,7841.62084
17.68,8207.88753,7845.880375
17.69,8212.369033,7850.137899
17.7,8216.848484,7854.393413
17.71,8221.325884,7858.646919
17.72,8225.801234,7862.898417
17.73,8230.274536,7867.14791
17.74,8234.745791,7871.395399
17.75,8239.214999,7875.640885
17.76,8243.682164,7879.884368
17.77,8248.147285,7884.125851
17.78,8252.610365,7888.365335
17.79,8257.071404,7892.60282
17.8,8261.530404,7896.838309
17.81,8265.987366,7901.071803
17.82,8270.442292,7905.303302
17.83,8274.895183,7909.532809
17.84,8279.34604,7913.760323
17.85,8283.794864,7917.985848
17.86,8288.241658,7922.209383
17.87,8292.686421,7926.43093
17.88,8297.129156,7930.650491
17.89,8301.569864,7934.868067
17.9,8306.008546,7939.083658
17.91,8310.445204,7943.297267
17.92,8314.879838,7947.508894
17.93,8319.31245,7951.718541
17.94,8323.743042,7955.926209
17.95,8328.171614,7960.131899
17.96,8332.598169,7964.335613
17.97,8337.022706,7968.537351
17.98,8341.445228,7972.737116
17.99,8345.865736,7976.934908
18,8350.284231,7981.130728
18.01,8354.700715,7985.324578
18.02,8359.115188,7989.516458
18.03,8363.527652,7993.706371
18.04,8367.938109,7997.894318
18.05,8372.346559,8002.080299
18.06,8376.753004,8006.264316
18.07,8381.157445,8010.44637
18.08,8385.559884,8014.626463
18.09,8389.960321,8018.804595
18.1,8394.358759,8022.980768
18.11,8398.755197,8027.154983
18.12,8403.149638,8031.327241
18.13,8407.542083,8035.497544
18.14,8411.932533,8039.665892
18.15,8416.320989,8043.832287
18.16,8420.707453,8047.996731
18.17,8425.091926,8052.159224
18.18,8429.474408,8056.319767
18.19,8433.854903,8060.478362
18.2,8438.233409,8064.635011
18.21,8442.60993,8068.789713
18.22,8446.984466,8072.942471
18.23,8451.357018,8077.093285
18.24,8455.727588,8081.242157
18.25,8460.096176,8085.389088
18.26,8464.462785,8089.53408
18.27,8468.827415,8093.677132
18.28,8473.190068,8097.818248
18.29,8477.550745,8101.957427
18.3,8481.909447,8106.094671
18.31,8486.266175,8110.229981
18.32,8490.62093,8114.363359
18.33,8494.973715,8118.494805
18.34,8499.324529,8122.624321
18.35,8503.673375,8126.751907
18.36,8508.020253,8130.877566
18.37,8512.365165,8135.001298
18.38,8516.708112,8139.123105
18.39,8521.049095,8143.242987
18.4,8525.388116,8147.360946
18.41,8529.725175,8151.476983
18.42,8534.060274,8155.591099
18.43,8538.393414,8159.703296
18.44,8542.724596,8163.813573
18.45,8547.053822,8167.921934
18.46,8551.381092,8172.028378
18.47,8555.706409,8176.132908
18.48,8560.029772,8180.235523
18.49,8564.351184,8184.336226
18.5,8568.670645,8188.435017
18.51,8572.988157,8192.531898
18.52,8577.303721,8196.62687
18.53,8581.617338,8200.719933
18.54,8585.929009,8204.81109
18.55,8590.238735,8208.900341
18.56,8594.546519,8212.987687
18.57,8598.85236,8217.07313
18.58,8603.156261,8221.15667
18.59,8607.458221,8225.23831
18.6,8611.758243,8229.318049
18.61,8616.056328,8233.395889
18.62,8620.352477,8237.471832
18.63,8624.64669,8241.545878
18.64,8628.93897,8245.618028
18.65,8633.229317,8249.688284
18.66,8637.517733,8253.756647
18.67,8641.804218,8257.823118
18.68,8646.088775,8261.887698
18.69,8650.371403,8265.950388
18.7,8654.652105,8270.011189
18.71,8658.930881,8274.070103
18.72,8663.207732,8278.12713
18.73,8667.48266,8282.182272
18.74,8671.755667,8286.235529
18.75,8676.026752,8290.286904
18.76,8680.295917,8294.336397
18.77,8684.563164,8298.384008
18.78,8688.828494,8302.42974
18.79,8693.091907,8306.473594
18.8,8697.353405,8310.515569
18.81,8701.612989,8314.555669
18.82,8705.87066,8318.593893
18.83,8710.126419,8322.630243
18.84,8714.380268,8326.664719
18.85,8718.632207,8330.697324
18.86,8722.882239,8334.728058
18.87,8727.130363,8338.756922
18.88,8731.376581,8342.783917
18.89,8735.620894,8346.809045
18.9,8739.863304,8350.832306
18.91,8744.103811,8354.853702
18.92,8748.342416,8358.873234
18.93,8752.579122,8362.890902
18.94,8756.813928,8366.906708
18.95,8761.046836,8370.920653
18.96,8765.277847,8374.932738
18.97,8769.506963,8378.942965
18.98,8773.734183,8382.951334
18.99,8777.959511,8386.957846
19,8782.182946,8390.962502
19.01,8786.404489,8394.965304
19.02,8790.624143,8398.966252
19.03,8794.841907,8402.965348
19.04,8799.057784,8406.962593
19.05,8803.271773,8410.957988
19.06,8807.483877,8414.951533
19.07,8811.694097,8418.943231
19.08,8815.902432,8422.933081
19.09,8820.108886,8426.921086
19.1,8824.313458,8430.907245
19.11,8828.51615,8434.891561
19.12,8832.716963,8438.874035
19.13,8836.915898,8442.854666
19.14,8841.112957,8446.833457
19.15,8845.308139,8450.810409
19.16,8849.501447,8454.785522
19.17,8853.692881,8458.758797
19.18,8857.882443,8462.730236
19.19,8862.070133,8466.69984
19.2,8866.255954,8470.66761
19.21,8870.439905,8474.633547
19.22,8874.621987,8478.597651
19.23,8878.802203,8482.559924
19.24,8882.980553,8486.520367
19.25,8887.157038,8490.478982
19.26,8891.331659,8494.435768
19.27,8895.504418,8498.390727
19.28,8899.675315,8502.343861
19.29,8903.844351,8506.29517
19.3,8908.011528,8510.244654
19.31,8912.176847,8514.192317
19.32,8916.340308,8518.138157
19.33,8920.501913,8522.082177
19.34,8924.661663,8526.024377
19.35,8928.819559,8529.964758
19.36,8932.975602,8533.903322
19.37,8937.129792,8537.84007
19.38,8941.282132,8541.775001
19.39,8945.432623,8545.708119
19.4,8949.581264,8549.639422
19.41,8953.728058,8553.568914
19.42,8957.873005,8557.496594
19.43,8962.016106,8561.422463
19.44,8966.157363,8565.346523
19.45,8970.296776,8569.268775
19.46,8974.434347,8573.189219
19.47,8978.570077,8577.107857
19.48,8982.703966,8581.02469
19.49,8986.836016,8584.939718
19.5,8990.966228,8588.852944
19.51,8995.094602,8592.764366
19.52,8999.221141,8596.673988
19.53,9003.345844,8600.581809
19.54,9007.468713,8604.487831
19.55,9011.58975,8608.392055
19.56,9015.708954,8612.294481
19.57,9019.826327,8616.195112
19.58,9023.941871,8620.093946
19.59,9028.055585,8623.990987
19.6,9032.167472,8627.886235
19.61,9036.277532,8631.77969
19.62,9040.385766,8635.671354
19.63,9044.492175,8639.561227
19.64,9048.596761,8643.449312
19.65,9052.699524,8647.335608
19.66,9056.800465,8651.220117
19.67,9060.899586,8655.102839
19.68,9064.996887,8658.983776
19.69,9069.09237,8662.862929
19.7,9073.186034,8666.740299
19.71,9077.277883,8670.615886
19.72,9081.367915,8674.489692
19.73,9085.456134,8678.361717
19.74,9089.542538,8682.231963
19.75,9093.62713,8686.10043
19.76,9097.709911,8689.96712
19.77,9101.790881,8693.832034
19.78,9105.870042,8697.695172
19.79,9109.947394,8701.556535
19.8,9114.022939,8705.416125
19.81,9118.096677,8709.273943
19.82,9122.16861,8713.129988
19.83,9126.238738,8716.984263
19.84,9130.307063,8720.836768
19.85,9134.373585,8724.687505
19.86,9138.438306,8728.536474
19.87,9142.501226,8732.383676
19.88,9146.562347,8736.229112
19.89,9150.621669,8740.072783
19.9,9154.679194,8743.91469
19.91,9158.734923,8747.754834
19.92,9162.788855,8751.593216
19.93,9166.840994,8755.429838
19.94,9170.891339,8759.264699
19.95,9174.939891,8763.0978
19.96,9178.986651,8766.929144
19.97,9183.031621,8770.75873
19.98,9187.074802,8774.58656
19.99,9191.116193,8778.412635
20,9195.155798,8782.236955
20.01,9199.193615,8786.059522
20.02,9203.229647,8789.880336
20.03,9207.263894,8793.699398
20.04,9211.296357,8797.51671
20.05,9215.327037,8801.332272
20.06,9219.355936,8805.146086
20.07,9223.383054,8808.958151
20.08,9227.408392,8812.76847
20.09,9231.431951,8816.577043
20.1,9235.453732,8820.38387
20.11,9239.473736,8824.188954
20.12,9243.491964,8827.992294
20.13,9247.508416,8831.793892
20.14,9251.523095,8835.593748
20.15,9255.536001,8839.391865
20.16,9259.547134,8843.188242
20.17,9263.556497,8846.98288
20.18,9267.564089,8850.77578
20.19,9271.569911,8854.566944
20.2,9275.573966,8858.356372
20.21,9279.576252,8862.144066
20.22,9283.576773,8865.930025
20.23,9287.575528,8869.714251
20.24,9291.572518,8873.496746
20.25,9295.567745,8877.277508
20.26,9299.561209,8881.056541
20.27,9303.552911,8884.833844
20.28,9307.542852,8888.609419
20.29,9311.531034,8892.383267
20.3,9315.517456,8896.155387
20.31,9319.502121,8899.925782
20.32,9323.485028,8903.694452
20.33,9327.46618,8907.461398
20.34,9331.445576,8911.226621
20.35,9335.423218,8914.990122
20.36,9339.399107,8918.751902
20.37,9343.373243,8922.511961
20.38,9347.345628,8926.270301
20.39,9351.316262,8930.026923
20.4,9355.285147,8933.781827
20.41,9359.252283,8937.535014
20.42,9363.217671,8941.286485
20.43,9367.181313,8945.036241
20.44,9371.143208,8948.784283
20.45,9375.103359,8952.530612
20.46,9379.061765,8956.275229
20.47,9383.018428,8960.018134
20.48,9386.97335,8963.759329
20.49,9390.926529,8967.498814
20.5,9394.877969,8971.236591
20.51,9398.827669,8974.972659
20.52,9402.77563,8978.707021
20.53,9406.721854,8982.439676
20.54,9410.666341,8986.170626
20.55,9414.609093,8989.899872
20.56,9418.550109,8993.627415
20.57,9422.489391,8997.353255
20.58,9426.426941,9001.077393
20.59,9430.362758,9004.79983
20.6,9434.296843,9008.520567
20.61,9438.229199,9012.239605
20.62,9442.159825,9015.956945
20.63,9446.088722,9019.672588
20.64,9450.015892,9023.386534
20.65,9453.941335,9027.098784
20.66,9457.865052,9030.80934
20.67,9461.787044,9034.518202
20.68,9465.707312,9038.225371
20.69,9469.625857,9041.930847
20.7,9473.542679,9045.634632
20.71,9477.45778,9049.336727
20.72,9481.371161,9053.037132
20.73,9485.282822,9056.735849
20.74,9489.192764,9060.432878
20.75,9493.100988,9064.128219
20.76,9497.007496,9067.821875
20.77,9500.912287,9071.513845
20.78,9504.815363,9075.20413
20.79,9508.716725,9078.892733
20.8,9512.616373,9082.579652
20.81,9516.514309,9086.264889
20.82,9520.410533,9089.948446
20.83,9524.305046,9093.630322
20.84,9528.19785,9097.310519
20.85,9532.088944,9100.989037
20.86,9535.97833,9104.665877
20.87,9539.866009,9108.341041
20.88,9543.751981,9112.014529
20.89,9547.636248,9115.686341
20.9,9551.51881,9119.35648
20.91,9555.399668,9123.024944
20.92,9559.278823,9126.691737
20.93,9563.156276,9130.356857
20.94,9567.032028,9134.020306
20.95,9570.90608,9137.682086
20.96,9574.778432,9141.342195
20.97,9578.649085,9145.000637
20.98,9582.518041,9148.657411
20.99,9586.385299,9152.312518
21,9590.250862,9155.965959
21.01,9594.114729,9159.617734
21.02,9597.976902,9163.267846
21.03,9601.837382,9166.916294
21.04,9605.696169,9170.563079
21.05,9609.553264,9174.208202
21.06,9613.408668,9177.851665
21.07,9617.262382,9181.493467
21.08,9621.114406,9185.133609
21.09,9624.964743,9188.772094
21.1,9628.813391,9192.40892
21.11,9632.660353,9196.044089
21.12,9636.505629,9199.677602
21.13,9640.349221,9203.30946
21.14,9644.191128,9206.939664
21.15,9648.031351,9210.568213
21.16,9651.869892,9214.19511
21.17,9655.706752,9217.820355
21.18,9659.541931,9221.443948
21.19,9663.375429,9225.065891
21.2,9667.207249,9228.686184
21.21,9671.03739,9232.304828
21.22,9674.865854,9235.921825
21.23,9678.692641,9239.537174
21.24,9682.517752,9243.150876
21.25,9686.341189,9246.762933
21.26,9690.162951,9250.373345
21.27,9693.98304,9253.982113
21.28,9697.801456,9257.589238
21.29,9701.618201,9261.19472
21.3,9705.433275,9264.798561
21.31,9709.246679,9268.40076
21.32,9713.058413,9272.00132
21.33,9716.86848,9275.60024
21.34,9720.676879,9279.197522
21.35,9724.483611,9282.793166
21.36,9728.288677,9286.387174
21.37,9732.092078,9289.979545
21.38,9735.893814,9293.570281
21.39,9739.693888,9297.159382
21.4,9743.492298,9300.74685
21.41,9747.289047,9304.332684
21.42,9751.084135,9307.916887
21.43,9754.877562,9311.499458
21.44,9758.669331,9315.080398
21.45,9762.45944,9318.659709
21.46,9766.247892,9322.237391
21.47,9770.034687,9325.813444
21.48,9773.819825,9329.38787
21.49,9777.603309,9332.960669
21.5,9781.385137,9336.531842
21.51,9785.165312,9340.10139
21.52,9788.943834,9343.669313
21.53,9792.720704,9347.235613
21.54,9796.495922,9350.80029
21.55,9800.26949,9354.363345
21.56,9804.041408,9357.924779
21.57,9807.811677,9361.484592
21.58,9811.580298,9365.042785
21.59,9815.347272,9368.59936
21.6,9819.112599,9372.154316
21.61,9822.87628,9375.707655
21.62,9826.638316,9379.259376
21.63,9830.398708,9382.809482
21.64,9834.157457,9386.357973
21.65,9837.914563,9389.90485
21.66,9841.670027,9393.450112
21.67,9845.42385,9396.993762
21.68,9849.176032,9400.5358
21.69,9852.926576,9404.076226
21.7,9856.67548,9407.615041
21.71,9860.422747,9411.152247
21.72,9864.168376,9414.687844
21.73,9867.912369,9418.221832
21.74,9871.654727,9421.754213
21.75,9875.395449,9425.284986
21.76,9879.134538,9428.814154
21.77,9882.871993,9432.341716
21.78,9886.607816,9435.867674
21.79,9890.342007,9439.392027
21.8,9894.074568,9442.914778
21.81,9897.805498,9446.435926
21.82,9901.534798,9449.955472
21.83,9905.262471,9453.473418
21.84,9908.988515,9456.989763
21.85,9912.712932,9460.504509
21.86,9916.435723,9464.017657
21.87,9920.156888,9467.529206
21.88,9923.876429,9471.039158
21.89,9927.594345,9474.547514
21.9,9931.310639,9478.054274
21.91,9935.025309,9481.559439
21.92,9938.738358,9485.06301
21.93,9942.449787,9488.564987
21.94,9946.159594,9492.065371
21.95,9949.867783,9495.564164
21.96,9953.574353,9499.061365
21.97,9957.279304,9502.556975
21.98,9960.982639,9506.050996
21.99,9964.684357,9509.543428
22,9968.38446,9513.034271
22.01,9972.082948,9516.523526
22.02,9975.779821,9520.011195
22.03,9979.475081,9523.497277
22.04,9983.168728,9526.981774
22.05,9986.860764,9530.464686
22.06,9990.551188,9533.946014
22.07,9994.240002,9537.425759
22.08,9997.927206,9540.903921
22.09,10001.6128,9544.380501
22.1,10005.29679,9547.8555
22.11,10008.97917,9551.328919
22.12,10012.65994,9554.800757
22.13,10016.33911,9558.271017
22.14,10020.01667,9561.739699
22.15,10023.69263,9565.206803
22.16,10027.36698,9568.67233
22.17,10031.03973,9572.136281
22.18,10034.71088,9575.598657
22.19,10038.38043,9579.059457
22.2,10042.04837,9582.518684
22.21,10045.71472,9585.976338
22.22,10049.37946,9589.432418
22.23,10053.04261,9592.886927
22.24,10056.70416,9596.339865
22.25,10060.36411,9599.791232
22.26,10064.02247,9603.24103
22.27,10067.67923,9606.689258
22.28,10071.3344,9610.135918
22.29,10074.98797,9613.581011
22.3,10078.63995,9617.024536
22.31,10082.29033,9620.466495
22.32,10085.93912,9623.906889
22.33,10089.58633,9627.345717
22.34,10093.23194,9630.782982
22.35,10096.87596,9634.218683
22.36,10100.5184,9637.652821
22.37,10104.15924,9641.085397
22.38,10107.7985,9644.516412
22.39,10111.43618,9647.945866
22.4,10115.07226,9651.37376
22.41,10118.70677,9654.800094
22.42,10122.33968,9658.22487
22.43,10125.97102,9661.648088
22.44,10129.60077,9665.069749
22.45,10133.22894,9668.489853
22.46,10136.85553,9671.908402
22.47,10140.48054,9675.325395
22.48,10144.10397,9678.740833
22.49,10147.72582,9682.154718
22.5,10151.3461,9685.56705
22.51,10154.96479,9688.977829
22.52,10158.58191,9692.387056
22.53,10162.19746,9695.794732
22.54,10165.81143,9699.200858
22.55,10169.42382,9702.605434
22.56,10173.03464,9706.008461
22.57,10176.64389,9709.40994
22.58,10180.25157,9712.809871
22.59,10183.85768,9716.208255
22.6,10187.46221,9719.605092
22.61,10191.06518,9723.000384
22.62,10194.66658,9726.394131
22.63,10198.26641,9729.786334
22.64,10201.86467,9733.176992
22.65,10205.46136,9736.566108
22.66,10209.05649,9739.953682
22.67,10212.65006,9743.339714
22.68,10216.24206,9746.724205
22.69,10219.83249,9750.107156
22.7,10223.42136,9753.488567
22.71,10227.00868,9756.868439
22.72,10230.59443,9760.246773
22.73,10234.17861,9763.623569
22.74,10237.76124,9766.998828
22.75,10241.34231,9770.372551
22.76,10244.92182,9773.744738
22.77,10248.49978,9777.115391
22.78,10252.07617,9780.484509
22.79,10255.65101,9783.852093
22.8,10259.2243,9787.218144
22.81,10262.79602,9790.582663
22.82,10266.3662,9793.945651
22.83,10269.93482,9797.307107
22.84,10273.50189,9800.667033
22.85,10277.06741,9804.025429
22.86,10280.63137,9807.382296
22.87,10284.19379,9810.737635
22.88,10287.75465,9814.091446
22.89,10291.31397,9817.44373
22.9,10294.87174,9820.794487
22.91,10298.42796,9824.143719
22.92,10301.98263,9827.491426
22.93,10305.53576,9830.837608
22.94,10309.08734,9834.182266
22.95,10312.63738,9837.525401
22.96,10316.18587,9840.867013
22.97,10319.73282,9844.207104
22.98,10323.27823,9847.545673
22.99,10326.82209,9850.882722
23,10330.36442,9854.21825
23.01,10333.9052,9857.55226
23.02,10337.44444,9860.88475
23.03,10340.98215,9864.215723
23.04,10344.51831,9867.545178
23.05,10348.05294,9870.873116
23.06,10351.58603,9874.199538
23.07,10355.11759,9877.524445
23.08,10358.64761,9880.847837
23.09,10362.17609,9884.169714
23.1,10365.70304,9887.490078
23.11,10369.22846,9890.808929
23.12,10372.75234,9894.126268
23.13,10376.27469,9897.442095
23.14,10379.79551,9900.756411
23.15,10383.3148,9904.069216
23.16,10386.83256,9907.380512
23.17,10390.34879,9910.690298
23.18,10393.8635,9913.998576
23.19,10397.37667,9917.305346
23.2,10400.88832,9920.610609
23.21,10404.39844,9923.914364
23.22,10407.90703,9927.216614
23.23,10411.4141,9930.517358
23.24,10414.91964,9933.816597
23.25,10418.42367,9937.114331
23.26,10421.92616,9940.410562
23.27,10425.42714,9943.705289
23.28,10428.92659,9946.998513
23.29,10432.42452,9950.290235
23.3,10435.92094,9953.580456
23.31,10439.41583,9956.869176
23.32,10442.9092,9960.156395
23.33,10446.40106,9963.442114
23.34,10449.89139,9966.726335
23.35,10453.38021,9970.009056
23.36,10456.86752,9973.290279
23.37,10460.35331,9976.570005
23.38,10463.83758,9979.848234
23.39,10467.32034,9983.124966
23.4,10470.80158,9986.400203
23.41,10474.28131,9989.673944
23.42,10477.75953,9992.946191
23.43,10481.23624,9996.216943
23.44,10484.71144,9999.486202
23.45,10488.18513,10002.75397
23.46,10491.6573,10006.02024
23.47,10495.12797,10009.28502
23.48,10498.59713,10012.54831
23.49,10502.06478,10015.81011
23.5,10505.53093,10019.07042
23.51,10508.99557,10022.32924
23.52,10512.4587,10025.58657
23.53,10515.92033,10028.84241
23.54,10519.38045,10032.09677
23.55,10522.83907,10035.34964
23.56,10526.29619,10038.60102
23.57,10529.75181,10041.85091
23.58,10533.20592,10045.09932
23.59,10536.65853,10048.34624
23.6,10540.10964,10051.59168
23.61,10543.55925,10054.83564
23.62,10547.00737,10058.07811
23.63,10550.45398,10061.31909
23.64,10553.8991,10064.5586
23.65,10557.34272,10067.79662
23.66,10560.78484,10071.03317
23.67,10564.22546,10074.26823
23.68,10567.6646,10077.50181
23.69,10571.10223,10080.73392
23.7,10574.53838,10083.96454
23.71,10577.97303,10087.19369
23.72,10581.40618,10090.42135
23.73,10584.83785,10093.64754
23.74,10588.26802,10096.87226
23.75,10591.6967,10100.0955
23.76,10595.1239,10103.31726
23.77,10598.5496,10106.53755
23.78,10601.97381,10109.75637
23.79,10605.39654,10112.97371
23.8,10608.81778,10116.18957
23.81,10612.23753,10119.40397
23.82,10615.6558,10122.61689
23.83,10619.07258,10125.82835
23.84,10622.48787,10129.03833
23.85,10625.90168,10132.24684
23.86,10629.31401,10135.45388
23.87,10632.72485,10138.65946
23.88,10636.13421,10141.86356
23.89,10639.54209,10145.0662
23.9,10642.94849,10148.26737
23.91,10646.35341,10151.46707
23.92,10649.75684,10154.66531
23.93,10653.1588,10157.86208
23.94,10656.55928,10161.05739
23.95,10659.95828,10164.25123
23.96,10663.35581,10167.44361
23.97,10666.75185,10170.63452
23.98,10670.14642,10173.82397
23.99,10673.53952,10177.01196
24,10676.93114,10180.19849
24.01,10680.32128,10183.38356
24.02,10683.70995,10186.56716
24.03,10687.09715,10189.74931
24.04,10690.48288,10192.93
24.05,10693.86713,10196.10922
24.06,10697.24991,10199.28699
24.07,10700.63122,10202.46331
24.08,10704.01106,10205.63816
24.09,10707.38944,10208.81156
24.1,10710.76634,10211.9835
24.11,10714.14177,10215.15399
24.12,10717.51574,10218.32302
24.13,10720.88824,10221.49059
24.14,10724.25927,10224.65672
24.15,10727.62884,10227.82138
24.16,10730.99694,10230.9846
24.17,10734.36358,10234.14636
24.18,10737.72875,10237.30668
24.19,10741.09247,10240.46554
24.2,10744.45471,10243.62295
24.21,10747.8155,10246.77891
24.22,10751.17482,10249.93342
24.23,10754.53268,10253.08648
24.24,10757.88909,10256.23809
24.25,10761.24403,10259.38825
24.26,10764.59751,10262.53697
24.27,10767.94953,10265.68424
24.28,10771.3001,10268.83006
24.29,10774.64921,10271.97444
24.3,10777.99686,10275.11737
24.31,10781.34306,10278.25886
24.32,10784.6878,10281.3989
24.33,10788.03108,10284.5375
24.34,10791.37291,10287.67466
24.35,10794.71329,10290.81037
24.36,10798.05221,10293.94464
24.37,10801.38968,10297.07747
24.38,10804.7257,10300.20886
24.39,10808.06027,10303.33881
24.4,10811.39338,10306.46732
24.41,10814.72505,10309.59439
24.42,10818.05527,10312.72002
24.43,10821.38403,10315.84421
24.44,10824.71135,10318.96696
24.45,10828.03722,10322.08828
24.46,10831.36164,10325.20816
24.47,10834.68462,10328.3266
24.48,10838.00615,10331.44361
24.49,10841.32623,10334.55918
24.5,10844.64487,10337.67332
24.51,10847.96206,10340.78602
24.52,10851.27781,10343.89729
24.53,10854.59212,10347.00712
24.54,10857.90498,10350.11553
24.55,10861.21641,10353.2225
24.56,10864.52639,10356.32803
24.57,10867.83492,10359.43214
24.58,10871.14202,10362.53482
24.59,10874.44768,10365.63607
24.6,10877.7519,10368.73588
24.61,10881.05468,10371.83427
24.62,10884.35602,10374.93123
24.63,10887.65592,10378.02676
24.64,10890.95439,10381.12087
24.65,10894.25142,10384.21355
24.66,10897.54702,10387.3048
24.67,10900.84117,10390.39462
24.68,10904.1339,10393.48302
24.69,10907.42519,10396.56999
24.7,10910.71504,10399.65554
24.71,10914.00347,10402.73967
24.72,10917.29045,10405.82237
24.73,10920.57601,10408.90365
24.74,10923.86014,10411.98351
24.75,10927.14283,10415.06194
24.76,10930.42409,10418.13895
24.77,10933.70393,10421.21455
24.78,10936.98233,10424.28872
24.79,10940.2593,10427.36147
24.8,10943.53485,10430.4328
24.81,10946.80896,10433.50271
24.82,10950.08165,10436.57121
24.83,10953.35291,10439.63829
24.84,10956.62275,10442.70395
24.85,10959.89116,10445.76819
24.86,10963.15814,10448.83101
24.87,10966.4237,10451.89242
24.88,10969.68783,10454.95242
24.89,10972.95054,10458.011
24.9,10976.21183,10461.06816
24.91,10979.47169,10464.12391
24.92,10982.73013,10467.17825
24.93,10985.98715,10470.23118
24.94,10989.24274,10473.28269
24.95,10992.49692,10476.33279
24.96,10995.74967,10479.38148
24.97,10999.00101,10482.42875
24.98,11002.25092,10485.47462
24.99,11005.49942,10488.51908
25,11008.7465,10491.56212
25.01,11011.99216,10494.60376
25.02,11015.2364,10497.64399
25.03,11018.47922,10500.68281
25.04,11021.72063,10503.72023
25.05,11024.96062,10506.75623
25.06,11028.1992,10509.79083
25.07,11031.43636,10512.82403
25.08,11034.67211,10515.85582
25.09,11037.90644,10518.8862
25.1,11041.13936,10521.91518
25.11,11044.37087,10524.94275
25.12,11047.60096,10527.96892
25.13,11050.82965,10530.99369
25.14,11054.05692,10534.01705
25.15,11057.28278,10537.03902
25.16,11060.50722,10540.05958
25.17,11063.73026,10543.07874
25.18,11066.95189,10546.09649
25.19,11070.17211,10549.11285
25.2,11073.39092,10552.12781
25.21,11076.60833,10555.14137
25.22,11079.82432,10558.15353
25.23,11083.03891,10561.16429
25.24,11086.2521,10564.17365
25.25,11089.46387,10567.18162
25.26,11092.67424,10570.18819
25.27,11095.88321,10573.19336
25.28,11099.09077,10576.19714
25.29,11102.29692,10579.19952
25.3,11105.50168,10582.2005
25.31,11108.70503,10585.20009
25.32,11111.90697,10588.19829
25.33,11115.10752,10591.19509
25.34,11118.30666,10594.19051
25.35,11121.5044,10597.18452
25.36,11124.70074,10600.17715
25.37,11127.89568,10603.16838
25.38,11131.08922,10606.15822
25.39,11134.28136,10609.14667
25.4,11137.4721,10612.13373
25.41,11140.66145,10615.11941
25.42,11143.84939,10618.10369
25.43,11147.03594,10621.08658
25.44,11150.22109,10624.06808
25.45,11153.40484,10627.0482
25.46,11156.5872,10630.02693
25.47,11159.76816,10633.00427
25.48,11162.94773,10635.98022
25.49,11166.1259,10638.95479
25.5,11169.30268,10641.92797
25.51,11172.47806,10644.89977
25.52,11175.65205,10647.87018
25.53,11178.82465,10650.83921
25.54,11181.99585,10653.80686
25.55,11185.16567,10656.77312
25.56,11188.33409,10659.738
25.57,11191.50112,10662.70149
25.58,11194.66676,10665.66361
25.59,11197.83101,10668.62434
25.6,11200.99386,10671.58369
25.61,11204.15533,10674.54166
25.62,11207.31542,10677.49825
25.63,11210.47411,10680.45346
25.64,11213.63141,10683.40729
25.65,11216.78733,10686.35974
25.66,11219.94186,10689.31082
25.67,11223.09501,10692.26051
25.68,11226.24676,10695.20883
25.69,11229.39714,10698.15577
25.7,11232.54612,10701.10134
25.71,11235.69373,10704.04552
25.72,11238.83995,10706.98834
25.73,11241.98478,10709.92978
25.74,11245.12823,10712.86984
25.75,11248.2703,10715.80853
25.76,11251.41098,10718.74584
25.77,11254.55029,10721.68178
25.78,11257.68821,10724.61635
25.79,11260.82475,10727.54955
25.8,11263.95991,10730.48137
25.81,11267.09369,10733.41182
25.82,11270.22609,10736.34091
25.83,11273.35711,10739.26862
25.84,11276.48676,10742.19496
25.85,11279.61502,10745.11993
25.86,11282.74191,10748.04353
25.87,11285.86741,10750.96576
25.88,11288.99155,10753.88662
25.89,11292.1143,10756.80612
25.9,11295.23568,10759.72425
25.91,11298.35568,10762.64101
25.92,11301.47431,10765.5564
25.93,11304.59156,10768.47043
25.94,11307.70744,10771.38309
25.95,11310.82194,10774.29439
25.96,11313.93507,10777.20432
25.97,11317.04683,10780.11289
25.98,11320.15721,10783.02009
25.99,11323.26623,10785.92593
26,11326.37387,10788.83041
26.01,11329.48013,10791.73352
26.02,11332.58503,10794.63527
26.03,11335.68856,10797.53566
26.04,11338.79072,10800.43469
26.05,11341.89151,10803.33236
26.06,11344.99092,10806.22866
26.07,11348.08897,10809.12361
26.08,11351.18565,10812.0172
26.09,11354.28097,10814.90942
26.1,11357.37491,10817.80029
26.11,11360.46749,10820.6898
26.12,11363.55871,10823.57796
26.13,11366.64855,10826.46475
26.14,11369.73703,10829.35019
26.15,11372.82415,10832.23427
26.16,11375.9099,10835.11699
26.17,11378.99428,10837.99836
26.18,11382.0773,10840.87838
26.19,11385.15896,10843.75704
26.2,11388.23925,10846.63434
26.21,11391.31819,10849.51029
26.22,11394.39576,10852.38489
26.23,11397.47196,10855.25813
26.24,11400.54681,10858.13002
