x,y,M,mu,V,theta,T,p,a,rho
1.668089836889078553e-02,-4.680330828298467916e-02,2.881359943870680951e+00,3.544326550528685282e-01,7.495801649730711915e+02,2.258035912984082683e-01,1.427285405305500262e+03,8.688629721284283733e+04,2.601480479964336610e+02,1.879193815347066365e-01
1.697529539324300549e-02,-4.684138653570710242e-02,2.899811140183705227e+00,3.520790248988600046e-01,7.519882775874558547e+02,2.166088229575367785e-01,1.418248703381444329e+03,8.405313487247739977e+04,2.593231907991831804e+02,1.829500912147379865e-01
1.727277876755377306e-02,-4.688193502350525982e-02,2.918290750192039429e+00,3.497536008683883035e-01,7.543772118643901194e+02,2.074670598076710226e-01,1.409255330683532748e+03,8.130817384876713913e+04,2.584996754743330598e+02,1.781048027268693767e-01
1.757337262252232912e-02,-4.692499647600689022e-02,2.936799473463396204e+00,3.474557859423858530e-01,7.567471695175830746e+02,1.983781419800950130e-01,1.400305211243879967e+03,7.864881791453533515e+04,2.576775078977877342e+02,1.733806410778863660e-01
1.787710100049182474e-02,-4.697061402574893851e-02,2.955338014528550605e+00,3.451849997044092455e-01,7.590983501533808067e+02,1.893419060119901631e-01,1.391398262094304755e+03,7.607254041422111914e+04,2.568566933533915062e+02,1.687747886861196145e-01
1.818398786207930592e-02,-4.701883120853259102e-02,2.973907082712820227e+00,3.429406777869640766e-01,7.614309512462863268e+02,1.803581850009011167e-01,1.382534393672652641e+03,7.357688281350178295e+04,2.560372365607682354e+02,1.642844847858842550e-01
1.849405709274968418e-02,-4.706969196394161087e-02,2.992507391961934715e+00,3.407222713412048631e-01,7.637451681160565613e+02,1.714268087531827522e-01,1.373713510219863110e+03,7.115945325117529137e+04,2.552191417028825811e+02,1.599070248013725881e-01
1.880733250934281398e-02,-4.712324063602488927e-02,3.011139660662544681e+00,3.385292465288062824e-01,7.660411939063767477e+02,1.625476039265672523e-01,1.364935510167673101e+03,6.881792509551835246e+04,2.544024124533047484e+02,1.556397596927864002e-01
1.912383786656134121e-02,-4.717952197414453097e-02,3.029804611457661334e+00,3.363610840348655318e-01,7.683192195651172369e+02,1.537203941669994522e-01,1.356200286516841288e+03,6.655003550716509926e+04,2.535870520031565150e+02,1.514800952773577847e-01
1.944359686342681318e-02,-4.723858113399054953e-02,3.048502971057265309e+00,3.342172786007718832e-01,7.705794338261709981e+02,1.449450002398823267e-01,1.347507727205821993e+03,6.435358401040119497e+04,2.527730630877236422e+02,1.474254915277958267e-01
1.976663314971038518e-02,-4.730046367876376834e-02,3.067235470044396006e+00,3.320973385760284668e-01,7.728220231928710291e+02,1.362212401558813291e-01,1.338857715469778668e+03,6.222643107460411557e+04,2.519604480127132433e+02,1.434734618505500714e-01
2.009297033234469856e-02,-4.736521558052833591e-02,3.086002842676990543e+00,3.300007854880768754e-01,7.750471719229871042e+02,1.275489292914258332e-01,1.330250130189881702e+03,6.016649670742750459e+04,2.511492086801394805e+02,1.396215723461808889e-01
2.042263198182246373e-02,-4.743288322173563887e-02,3.104805826685735237e+00,3.279271536292308054e-01,7.772550620152924239e+02,1.189278805040663856e-01,1.321684846232827113e+03,5.817175906118717830e+04,2.503393466138214194e+02,1.358674410540048061e-01
2.075564163858714326e-02,-4.750351339692134023e-02,3.123645163068239139e+00,3.258759896598668604e-01,7.794458731976981198e+02,1.103579042428292356e-01,1.313161734780521101e+03,5.624025305377403129e+04,2.495308629844747372e+02,1.322087371830646674e-01
2.109202281942020377e-02,-4.757715331457727098e-02,3.142521595879828933e+00,3.238468522270741001e-01,7.816197829169475426e+02,1.018388086537102416e-01,1.304680663649881353e+03,5.437006900529767154e+04,2.487237586343820510e+02,1.286431803313677347e-01
2.143179902382978674e-02,-4.765385059920032584e-02,3.161435872021210791e+00,3.218393115980104913e-01,7.837769663298598743e+02,9.337039968047115834e-02,1.296241497602742811e+03,5.255935129155163304e+04,2.479180341016265459e+02,1.251685396952371410e-01
2.177499374044496172e-02,-4.773365329352032699e-02,3.180388741023404187e+00,3.198529493072418961e-01,7.859175962961191999e+02,8.495248116084819223e-02,1.287844098645799022e+03,5.080629701526805729e+04,2.471136896438710266e+02,1.217826332704933928e-01
2.212163045341865308e-02,-4.781660986090881943e-02,3.199380954830103096e+00,3.178873578174036263e-01,7.880418433725864134e+02,7.658485491838092074e-02,1.279488326320626356e+03,4.910915469604849932e+04,2.463107252616729852e+02,1.184833270471291194e-01
2.247173264884371954e-02,-4.790276918797127526e-02,3.218413267577929116e+00,3.159421401925299189e-01,7.901498758091368018e+02,6.826732084992830074e-02,1.271174037983718563e+03,4.746622297973012610e+04,2.455091407213149637e+02,1.152685341989884704e-01
2.282532382118412917e-02,-4.799218058732460102e-02,3.237486435374787863e+00,3.140169097834575873e-01,7.922418595459970447e+02,5.999967700908471341e-02,1.262901089076573726e+03,4.587584936787866900e+04,2.447089355771410908e+02,1.121362142699177250e-01
2.318242747972527884e-02,-4.808489380056249485e-02,3.256601216076687955e+00,3.121112899247276418e-01,7.943179582125756042e+02,5.178171968559221183e-02,1.254669333385826349e+03,4.433642896799944720e+04,2.439101091933851535e+02,1.090843723577398505e-01
2.354306715504532119e-02,-4.818095900141095705e-02,3.275758369063324515e+00,3.102249136424450882e-01,7.963783331277652451e+02,4.361324348091841913e-02,1.246478623293451847e+03,4.284640326497981005e+04,2.431126607654773579e+02,1.061110582973297523e-01
2.390726640551039950e-02,-4.828042679907634804e-02,3.294958655012798943e+00,3.083574233725798752e-01,7.984231433017073414e+02,3.549404138011774679e-02,1.238328810017046408e+03,4.140425891419631807e+04,2.423165893408171030e+02,1.032143658439758083e-01
2.427504882379479673e-02,-4.838334824178822796e-02,3.314202835675732040e+00,3.065084706892298727e-01,8.004525454389928427e+02,2.742390482013917427e-02,1.230219743840247929e+03,4.000852655665524071e+04,2.415218938390018195e+02,1.003924318581515540e-01
2.464643804343074479e-02,-4.848977482054015603e-02,3.333491673649180420e+00,3.046777160423783104e-01,8.024666939432885329e+02,1.940262375469107084e-02,1.222151274333303718e+03,3.865777965645766380e+04,2.407285730714985164e+02,9.764343549272468115e-02
2.502145774538597212e-02,-4.859975847303000390e-02,3.352825932150646615e+00,3.028648285047126354e-01,8.044657409233641374e+02,1.142998671581778661e-02,1.214123250563858392e+03,3.735063336082665046e+04,2.399366257607490809e+02,9.496559738357636393e-02
2.540013166467399580e-02,-4.871335158780334268e-02,3.372206374792506178e+00,3.010694855270945047e-01,8.064498362004990213e+02,3.505780872321700992e-03,1.206135521298015874e+03,3.608574338287213322e+04,2.391460505586999830e+02,9.235717884452868121e-02
2.576826284710398082e-02,-4.882624594783096378e-02,3.391565335414340687e+00,2.992975983710557397e-01,8.084122250087337989e+02,-4.342328060886365727e-03,1.198215825102284498e+03,3.486604050514634582e+04,2.383596201339201741e+02,8.982530264261967545e-02
2.609180474319594198e-02,-4.892762100334246966e-02,3.416953028418161953e+00,2.970057795829220137e-01,8.109565367411075840e+02,-9.443668712867194642e-03,1.187918981648593672e+03,3.333028967888838815e+04,2.373332410473697109e+02,8.661305877147555676e-02
3.297789432870612547e-02,-5.110649724801163279e-02,3.464782809219939530e+00,2.927834935805261884e-01,8.156614707256479733e+02,-1.892307232411357190e-02,1.168792849936703306e+03,3.062288001274691487e+04,2.354148919681594805e+02,8.087971205530811170e-02
3.317155472131265437e-02,-5.116889660421670982e-02,3.467473905036747350e+00,2.925495499886595629e-01,8.159228021329104195e+02,-1.945579780837288636e-02,1.167727262357122754e+03,3.047744007668862832e+04,2.353075537058046223e+02,8.056903766105867615e-02
3.349094749394664755e-02,-5.127191356355870894e-02,3.474471756876117201e+00,2.919429826545932860e-01,8.166006900333117073e+02,-2.083630081534193143e-02,1.164961560546605824e+03,3.010255874025577214e+04,2.350287316099854706e+02,7.976693905458198675e-02
3.382827493196438606e-02,-5.138100347207601171e-02,3.486037102512839159e+00,2.909460874765501526e-01,8.177157643562744624e+02,-2.310936488833346611e-02,1.160407193790257224e+03,2.949335934425571759e+04,2.345688643895501571e+02,7.845939223219636216e-02
3.415667775779145793e-02,-5.148767032803740207e-02,3.493844319321581793e+00,2.902770291389341617e-01,8.184648033367534481e+02,-2.464009768906395489e-02,1.157344358221945186e+03,2.908930420537943064e+04,2.342590935750907306e+02,7.758930189404891764e-02
3.447363613820415146e-02,-5.159092198442731536e-02,3.491949501579744375e+00,2.904391229089522963e-01,8.182832837692828889e+02,-2.427008746686691240e-02,1.158086852860895533e+03,2.918684206626915329e+04,2.343342260244871227e+02,7.779955029511892439e-02
3.483481700412810467e-02,-5.170849640044146434e-02,3.497585710937481274e+00,2.899575074052896384e-01,8.188227084427995806e+02,-2.537404882803517836e-02,1.155879886885584256e+03,2.889769621532594465e+04,2.341108341912012634e+02,7.717588606717634692e-02
3.518357875290833298e-02,-5.182226814803892606e-02,3.498388449564783897e+00,2.898890450602459312e-01,8.188994106642222732e+02,-2.553221852220480259e-02,1.155565954450414893e+03,2.885675514305341130e+04,2.340790402409707553e+02,7.708748309060972637e-02
3.554577201539186465e-02,-5.194045742367035118e-02,3.498334997449216832e+00,2.898936027560941597e-01,8.188943042494046267e+02,-2.552295898611826874e-02,1.155586855270363230e+03,2.885947943725417645e+04,2.340811571351785858e+02,7.709336633311866804e-02
3.591057602081804134e-02,-5.205949672730093847e-02,3.496797617650565737e+00,2.900247526476072424e-01,8.187473751846341656e+02,-2.522341116842021988e-02,1.156188187704981829e+03,2.893794853652846359e+04,2.341420535898029982e+02,7.726277845067150429e-02
3.627772421388216623e-02,-5.217923255702154595e-02,3.494639722656924352e+00,2.902090404121875911e-01,8.185409492882321274e+02,-2.480221483456581527e-02,1.157032838852200257e+03,2.904845999309338004e+04,2.342275639979011146e+02,7.750121976965571036e-02
3.664397435347224036e-02,-5.229857952123791870e-02,3.492160194628463721e+00,2.904210899153742420e-01,8.183034763519552826e+02,-2.431770120631089951e-02,1.158004264483192856e+03,2.917597978798191616e+04,2.343258701621549847e+02,7.777614270579175093e-02
3.700781441573573055e-02,-5.241703148288721220e-02,3.489686162898026467e+00,2.906329831320603740e-01,8.180662316596622077e+02,-2.383389790713380182e-02,1.158974474979155957e+03,2.930379138810910445e+04,2.344240122098244399e+02,7.805146383838823532e-02
3.736827685524211906e-02,-5.253427543171620279e-02,3.487380514568735546e+00,2.908307375899805702e-01,8.178448654452528217e+02,-2.338278360606618062e-02,1.159879496838196474e+03,2.942342296984357017e+04,2.345155230490789222e+02,7.830895586161429334e-02
3.771409110415847171e-02,-5.264665803603801875e-02,3.492678206205108715e+00,2.903767635196241037e-01,8.183531128105258858e+02,-2.442210378599393369e-02,1.157801240948973827e+03,2.914929139691392265e+04,2.343053280306888837e+02,7.771862365466164491e-02
3.807662701531483451e-02,-5.276470950624431722e-02,3.482310674923719152e+00,2.912665378510980174e-01,8.173571954986299488e+02,-2.238707492328995477e-02,1.161872396577733298e+03,2.968824947153490939e+04,2.347169083403319689e+02,7.887824998104320251e-02
3.842258327829099762e-02,-5.287692413995559448e-02,3.489697039475473606e+00,2.906320508996961816e-01,8.180672753100977843e+02,-2.383721946709483133e-02,1.158970207594122712e+03,2.930322823076458008e+04,2.344235806306724896e+02,7.805025123691662625e-02
3.878568311146145947e-02,-5.299502688632596464e-02,3.479472358613867389e+00,2.915110972072889606e-01,8.170836278227758385e+02,-2.182845660143828415e-02,1.162989830919106225e+03,2.983758073163709923e+04,2.348297510684295730e+02,7.919883616839597240e-02
3.912227780929853488e-02,-5.310408817524055192e-02,3.487135926749796777e+00,2.908517318102659677e-01,8.178213672612913570e+02,-2.333421665208372520e-02,1.159975551184264759e+03,2.943614318841508793e+04,2.345252334409419177e+02,7.833632273162464965e-02
3.946193283834929788e-02,-5.321445880405251128e-02,3.484552058567864208e+00,2.910737064991334999e-01,8.175729499843805570e+02,-2.282808962340351910e-02,1.160990846338374467e+03,2.957086803719663294e+04,2.346278477815020835e+02,7.862603718945669617e-02
3.981783666138643402e-02,-5.332999766621955573e-02,3.484334209490007606e+00,2.910924371795592380e-01,8.175519907148808443e+02,-2.278655037290690591e-02,1.161076493922464806e+03,2.958225582431476141e+04,2.346365020003473489e+02,7.865051406248553534e-02
4.017151089754909810e-02,-5.344480380941637326e-02,3.483389920135176787e+00,2.911736555537123849e-01,8.174611137748034935e+02,-2.260229321555144374e-02,1.161447826425894618e+03,2.963166957319176436e+04,2.346740194227469942e+02,7.875670291489691999e-02
4.052855040539243142e-02,-5.356066168890998014e-02,3.482778110728918630e+00,2.912263018783221580e-01,8.174022109138963970e+02,-2.248332953074902787e-02,1.161688487512054962e+03,2.966373030963864585e+04,2.346983313108110849e+02,7.882558244908308143e-02
4.088792570955065292e-02,-5.367725118308755428e-02,3.482152457056166828e+00,2.912801594970186314e-01,8.173419562405060788e+02,-2.236162406447322545e-02,1.161934653793527787e+03,2.969655345164207029e+04,2.347231967354732376e+02,7.889608516695319207e-02
4.125059617864145628e-02,-5.379488250781813696e-02,3.481606205288672928e+00,2.913271985674979470e-01,8.172893328453037611e+02,-2.225550696409591897e-02,1.162149628173333667e+03,2.972524156043090989e+04,2.347449092903772225e+02,7.895769378221349777e-02
4.161686189567662120e-02,-5.391365602869925555e-02,3.481096478872514499e+00,2.913711062647141858e-01,8.172402149625823995e+02,-2.215655540668421894e-02,1.162350269525445356e+03,2.975203715077556990e+04,2.347651723882346460e+02,7.901522786588963121e-02
4.198717481405941920e-02,-5.403371945913751362e-02,3.480625920338159762e+00,2.914116519804841876e-01,8.171948600544977808e+02,-2.206529229266937855e-02,1.162535528816188389e+03,2.977679580704116233e+04,2.347838804737463079e+02,7.906837952785442103e-02
4.236190274309141468e-02,-5.415519332849391687e-02,3.480184767034759208e+00,2.914496743981681015e-01,8.171523295288670852e+02,-2.197980077504995897e-02,1.162709242129118365e+03,2.980002654973234166e+04,2.348014212547427064e+02,7.911824337945784491e-02
4.274140802816653317e-02,-5.427819594437790357e-02,3.479768711854507757e+00,2.914855428730591114e-01,8.171122099176676556e+02,-2.189923591188363758e-02,1.162873099923689097e+03,2.982195273644776898e+04,2.348179656693895652e+02,7.916530022278975287e-02
4.312602988943794319e-02,-5.440283791252775031e-02,3.479372932693933773e+00,2.915196716544810052e-01,8.170740376229235835e+02,-2.182265090737788363e-02,1.163028996957496929e+03,2.984282578057557839e+04,2.348337052189163217e+02,7.921009070776480199e-02
4.351609453022924068e-02,-5.452922538815446751e-02,3.478993731288032798e+00,2.915523785169916726e-01,8.170374570263508076e+02,-2.174931954481637217e-02,1.163178386604472507e+03,2.986283863077688875e+04,2.348487867852115869e+02,7.925302970704799221e-02
4.391191601402422845e-02,-5.465746040930846011e-02,3.478627827142256379e+00,2.915839455292582594e-01,8.170021525007239234e+02,-2.167859742717696825e-02,1.163322558627439093e+03,2.988216279296526409e+04,2.348633406902580987e+02,7.929448584536780142e-02
4.431379932402205318e-02,-5.478764190439889409e-02,3.478272435717625122e+00,2.916146122402482055e-01,8.169678560186957839e+02,-2.160993743850582807e-02,1.163462608167679491e+03,2.990094407445808611e+04,2.348774775746229579e+02,7.933477241968209248e-02
4.472204198022253219e-02,-5.491986623578022642e-02,3.477925130320506319e+00,2.916445875361608486e-01,8.169343338820797271e+02,-2.154286263556460385e-02,1.163599489990109078e+03,2.991930977074506518e+04,2.348912938809570221e+02,7.937416285947686279e-02
4.513693597929954726e-02,-5.505422784122429580e-02,3.477583796377061720e+00,2.916740535434125259e-01,8.169013823495948827e+02,-2.147695729841639020e-02,1.163734036375570213e+03,2.993737100313047631e+04,2.349048736656297933e+02,7.941289577236493313e-02
4.555876913860584798e-02,-5.519081968013377082e-02,3.477246574653293010e+00,2.917031704958650273e-01,8.168688221880082665e+02,-2.141185579393935223e-02,1.163866979400149148e+03,2.995522565968998970e+04,2.349182908518519923e+02,7.945118127623423954e-02
4.598782641208334215e-02,-5.532973366789024211e-02,3.476911821764768540e+00,2.917320801181060297e-01,8.168364948842362310e+02,-2.134723483250896420e-02,1.163998966424837818e+03,2.997296043725991694e+04,2.349316107963981324e+02,7.948920539722761913e-02
4.642439086753934879e-02,-5.547106099861977974e-02,3.476578075717879468e+00,2.917609085805455416e-01,8.168042593373360205e+02,-2.128280670796328308e-02,1.164130573620196856e+03,2.999065262858895221e+04,2.349448916572005430e+02,7.952713391669290199e-02
4.686874493651224660e-02,-5.561489255450170061e-02,3.476244028792519813e+00,2.917897688254030841e-01,8.167719892548202552e+02,-2.121831397721999496e-02,1.164262316610994276e+03,3.000837152961925676e+04,2.349581854696569678e+02,7.956511540007735195e-02
4.732117104143328951e-02,-5.576131911212034442e-02,3.475908504585537351e+00,2.918187625370649019e-01,8.167395709472813223e+02,-2.115352495477728148e-02,1.164394659491304310e+03,3.002617963317691829e+04,2.349715390580076075e+02,7.960328376515952986e-02
4.778195253089415756e-02,-5.591043164738979110e-02,3.475570438982672261e+00,2.918479817760321060e-01,8.167069014996826581e+02,-2.108822997731996454e-02,1.164528022299163467e+03,3.004413361982877541e+04,2.349849947908808474e+02,7.964176041329508460e-02
4.825137438998094996e-02,-5.606232156666179911e-02,3.475228864393240968e+00,2.918775103332958976e-01,8.166738872556560409e+02,-2.102223830812624539e-02,1.164662787211315390e+03,3.006228517995904258e+04,2.349985912073861698e+02,7.968065599717032155e-02
4.872972392155670157e-02,-5.621708092757284753e-02,3.474882896411886968e+00,2.919074248768373514e-01,8.166404425345448317e+02,-2.095537551654473932e-02,1.164799303786130849e+03,3.008068171046581119e+04,2.350123635469258261e+02,7.972007191846100516e-02
4.921729138269126391e-02,-5.637480264461405127e-02,3.474531722726108995e+00,2.919377959055181049e-01,8.166064885640588500e+02,-2.088748121816571060e-02,1.164937893325029108e+03,3.009936689496162944e+04,2.350263441898729866e+02,7.976010157472993023e-02
4.971437058910374573e-02,-5.653558068363639943e-02,3.474174607761982170e+00,2.919686873427480567e-01,8.165719539337723063e+02,-2.081840146966916841e-02,1.165078847025493133e+03,3.011838044821885342e+04,2.350405624718434581e+02,7.980082981521832708e-02
5.022125995353078631e-02,-5.669951039217038802e-02,3.473812383911908608e+00,2.920000274942605167e-01,8.165369188478667866e+02,-2.074738077291241045e-02,1.165221837253041031e+03,3.013767863289227171e+04,2.350549853035969647e+02,7.984216271732937076e-02
5.073831246734480938e-02,-5.686670423456790385e-02,3.473606154478810382e+00,2.920178738265046259e-01,8.165169690029451885e+02,-2.060886345835881081e-02,1.165303256685767337e+03,3.014867159243915012e+04,2.350631973489976190e+02,7.986570519957590653e-02
4.834039954064795960e-03,-4.718005325135875977e-02,1.928410811684813098e+00,5.451679546596539527e-01,5.886915932827580491e+02,7.925989258784607028e-01,1.965378651967330370e+03,4.614366177657857188e+05,3.052729168057455240e+02,7.247645301440726051e-01
5.008730431414826038e-03,-4.713592518233188089e-02,1.946036160254371650e+00,5.396841585235006011e-01,5.924106959289188126e+02,7.806023524332045271e-01,1.954400892560138800e+03,4.481417582814822672e+05,3.044191613846904261e+02,7.078363660653916867e-01
5.184848556948153976e-03,-4.709265470196085518e-02,1.963809982028446921e+00,5.342715437826420777e-01,5.961295631503787718e+02,7.685680009963214987e-01,1.943354700200275829e+03,4.350783117646867177e+05,3.035576601635501675e+02,6.911088740590145552e-01
5.362444209151187753e-03,-4.705026617943652151e-02,1.981583523945798841e+00,5.289729269771747955e-01,5.998168357051272324e+02,7.565845401841674311e-01,1.932334106574419138e+03,4.223536456912789145e+05,3.026957120186137331e+02,6.747224144012975433e-01
5.541567527360770351e-03,-4.700877666203232691e-02,1.999357317971963921e+00,5.237843715003461798e-01,6.034727878279037441e+02,7.446523103592480597e-01,1.921340031367065649e+03,4.099610659563034424e+05,3.018333853600680072e+02,6.586724399222523285e-01
5.722267083018518774e-03,-4.696820402105779391e-02,2.017131883340386622e+00,5.187021323668881134e-01,6.070976905411348525e+02,7.327716407791172726e-01,1.910373369169840771e+03,3.978939055323724169e+05,3.009707474038714281e+02,6.429543540608569918e-01
5.904589993577135515e-03,-4.692856692070530855e-02,2.034907728751663036e+00,5.137226436217695591e-01,6.106918121171900111e+02,7.209428486595885754e-01,1.899434988786480744e+03,3.861455295134451007e+05,3.001078641004650081e+02,6.275635158807087999e-01
6.088582025831149221e-03,-4.688988478956911121e-02,2.052685354323160016e+00,5.088425068126188888e-01,6.142554184701500617e+02,7.091662384359166404e-01,1.888525732693708960e+03,3.747093400974263786e+05,2.992448000744327032e+02,6.124952451957359489e-01
6.274287689830231052e-03,-4.685217779455685266e-02,2.070465253320715071e+00,5.040584804152407061e-01,6.177887734866756091e+02,6.974421011933336079e-01,1.877646416638748178e+03,3.635787814616045798e+05,2.983816185738135118e+02,5.977448277489653128e-01
6.461750324389727365e-03,-4.681546681694732231e-02,2.088247913699661673e+00,4.993674701152856499e-01,6.212921393041922329e+02,6.857707142424024349e-01,1.866797829356775082e+03,3.527473444939857582e+05,2.975183814279383228e+02,5.833075203965861766e-01
6.651012175087462307e-03,-4.677977343037788283e-02,2.106033819478495772e+00,4.947665198608635073e-01,6.247657765434347539e+02,6.741523408181837596e-01,1.855980732393858716e+03,3.422085713512501679e+05,2.966551490128215391e+02,5.691785562574839252e-01
6.842114465529715306e-03,-4.674511988057021561e-02,2.123823451965292541e+00,4.902528036109576881e-01,6.282099445014181356e+02,6.625872298851430697e-01,1.845195860022804482e+03,3.319560598205047427e+05,2.957919802232621578e+02,5.553531497951383900e-01
7.035097462575858399e-03,-4.671152906662528331e-02,2.141617290854189726e+00,4.858236177132159161e-01,6.316249013100581351e+02,6.510756160322865860e-01,1.834443919240912919e+03,3.219834674674356938e+05,2.949289324509202856e+02,5.418265018045044235e-01
7.230000536131746952e-03,-4.667902452373759448e-02,2.159415815206926492e+00,4.814763738522244707e-01,6.350109040649625740e+02,6.396177194451295733e-01,1.823725589840052862e+03,3.122845155580707942e+05,2.940660615677265923e+02,5.285938042814110061e-01
7.426862214051667237e-03,-4.664763040719563381e-02,2.177219504332417621e+00,4.772085925159286202e-01,6.383682089283040568e+02,6.282137459429668613e-01,1.813041524540583168e+03,3.028529927452024422e+05,2.932034219140625737e+02,5.156502451561719713e-01
7.625720232628536988e-03,-4.661737147755011523e-02,2.195028838575626029e+00,4.730178969335712136e-01,6.416970712091716678e+02,6.168638870714735489e-01,1.802392349181713598e+03,2.936827585138246650e+05,2.923410662912177145e+02,5.029910128767489663e-01
7.826611583098707151e-03,-4.658827308684453106e-02,2.212844300025568867e+00,4.689020074435039098e-01,6.449977454243576176e+02,6.055683202420096833e-01,1.791778662961701457e+03,2.847677463826369494e+05,2.914790459576866510e+02,4.906113008298298439e-01
8.029572554541798343e-03,-4.656036116581391271e-02,2.230666373150964610e+00,4.648587362536105161e-01,6.482704853421437292e+02,5.943272089101954148e-01,1.781201038722099838e+03,2.761019668610238004e+05,2.906174106289228121e+02,4.785063115909111708e-01
8.234638773514957669e-03,-4.653366221196764824e-02,2.248495545371040016e+00,4.608859825609010197e-01,6.515155440113455825e+02,5.831407027872652638e-01,1.770660023270855390e+03,2.676795101627978729e+05,2.897562084802059985e+02,4.666712609966846559e-01
8.441845240725913066e-03,-4.650820327848113889e-02,2.266332307567983761e+00,4.569817280002409499e-01,6.547331737775648435e+02,5.720089380786390620e-01,1.760156137739683118e+03,2.594945486796464247e+05,2.888954861523213253e+02,4.551013820350480188e-01
8.651226365016818562e-03,-4.648401196382882100e-02,2.284177154546814137e+00,4.531440323951427263e-01,6.579236262883790687e+02,5.609320377448315798e-01,1.749689877971582519e+03,2.515413392185132834e+05,2.880352887597777567e+02,4.437919285496966237e-01
8.862815994903811695e-03,-4.646111640209811544e-02,2.302030585447680355e+00,4.493710297862045233e-01,6.610871524889719240e+02,5.499101117804995331e-01,1.739261714934829115e+03,2.438142250082678220e+05,2.871756599013253890e+02,4.327381787577353478e-01
9.076647447892726567e-03,-4.643954525392998689e-02,2.319893104114989946e+00,4.456609247151235298e-01,6.642240026095223584e+02,5.389432575079996512e-01,1.728872095160156732e+03,2.363076374819001358e+05,2.863166416725547947e+02,4.219354385799872209e-01
9.292753537769130392e-03,-4.641932769803722852e-02,2.337765219427322183e+00,4.420119887442763851e-01,6.673344261455285960e+02,5.280315598822458156e-01,1.718521441198124876e+03,2.290160978411638062e+05,2.854582746803823170e+02,4.113790447846960574e-01
9.511166600041786809e-03,-4.640049342325678478e-02,2.355647445591503075e+00,4.384225571937410693e-01,6.704186718320788714e+02,5.171750918041690959e-01,1.708210152094044815e+03,2.219342184111991373e+05,2.846005980592468632e+02,4.010643679462957967e-01
9.731918515701570849e-03,-4.638307262109638007e-02,2.373540302403919888e+00,4.348910260792670512e-01,6.734769876129773820e+02,5.063739144403719417e-01,1.697938603878016011e+03,2.150567037930536317e+05,2.837436494888586935e+02,3.909868152216225967e-01
9.955040733442657372e-03,-4.636709597874006522e-02,2.391444315481753069e+00,4.314158492361911956e-01,6.765096206055239918e+02,4.956280775469210087e-01,1.687707150067900102e+03,2.083783518223592255e+05,2.828874652133567338e+02,3.811418329466272903e-01
1.018056429047850542e-02,-4.635259467248058901e-02,2.409360016466498333e+00,4.279955356156249224e-01,6.795168170616437919e+02,4.849376197955076462e-01,1.677516122183266589e+03,2.018940543426510412e+05,2.820320800617437840e+02,3.715249090572038115e-01
1.040851983207356779e-02,-4.633960036154969458e-02,2.427287943201915876e+00,4.246286467404196685e-01,6.824988223259944107e+02,4.743025691004245092e-01,1.667365830268481886e+03,1.955987978019224247e+05,2.811775274694800260e+02,3.621315753381560421e-01
1.063893762990069172e-02,-4.632814518232037521e-02,2.445228639888265221e+00,4.213137943094977800e-01,6.854558807915968828e+02,4.637229429450318574e-01,1.657256563423341277e+03,1.894876636811153148e+05,2.803238395011269404e+02,3.529574095047620652e-01
1.087184759932378723e-02,-4.631826174285764985e-02,2.463182657214516791e+00,4.180496379400923668e-01,6.883882358534773402e+02,4.531987487065751719e-01,1.647188590339723760e+03,1.835558287632155116e+05,2.794710468739411908e+02,3.439980371216407318e-01
1.110727931569704258e-02,-4.630998311779672971e-02,2.481150552470042125e+00,4.148348830383102870e-01,6.912961298607515346e+02,4.427299839783612745e-01,1.637162159842921710e+03,1.777985652515945258e+05,2.786191789823275826e+02,3.352491333639030513e-01
1.134526202976368463e-02,-4.630334284352956298e-02,2.499132889637078581e+00,4.116682787892267936e-01,6.941798040675296306e+02,4.323166368884713839e-01,1.627177501436411376e+03,1.722112407461510447e+05,2.777682639230672521e+02,3.267064246257573856e-01
1.158582468223083063e-02,-4.629837491368264668e-02,2.517130239465216857e+00,4.085486162584150427e-01,6.970394985829840380e+02,4.219586864142721438e-01,1.617234825848907803e+03,1.667893180856568506e+05,2.769183285212430405e+02,3.183656899818526065e-01
1.182899591758884011e-02,-4.629511377487075668e-02,2.535143179528954516e+00,4.054747265974729120e-01,6.998754523208770024e+02,4.116561026921358724e-01,1.607334325582665087e+03,1.615283550645666837e+05,2.760693983567895202e+02,3.102227625067617289e-01
1.207480409723997103e-02,-4.629359432271268338e-02,2.553172294269279163e+00,4.024454793466874514e-01,7.026879029488150081e+02,4.014088473218462294e-01,1.597476175462079254e+03,1.564240040323683934e+05,2.752214977916032694e+02,3.022735304580781990e-01
1.232327731199387572e-02,-4.629385189809667733e-02,2.571218175020169028e+00,3.994597808285093032e-01,7.054770868374656629e+02,3.912168736652658629e-01,1.587660533181692927e+03,1.514720113833236974e+05,2.743746499971484809e+02,2.945139383285970691e-01
1.257444339398387616e-02,-4.629592228368443335e-02,2.589281420020770774e+00,3.965165726259970436e-01,7.082432390099430677e+02,3.810801271389162581e-01,1.577887539852812552e+03,1.466682169442446320e+05,2.735288769825033910e+02,2.869399877730873238e-01
1.282832992805318928e-02,-4.629984170064369714e-02,2.607362634414009950e+00,3.936148301408223249e-01,7.109865930915539138e+02,3.709985455001596488e-01,1.568157320547970130e+03,1.420085532676915172e+05,2.726841996227901745e+02,2.795477384151087152e-01
