x,y,M,mu,V,theta,T,p,a,rho
1.308496426265593447e-02,-4.630564680560068924e-02,2.625462430232229138e+00,3.907535612258458135e-01,7.137073812600605152e+02,3.609720591267746026e-01,1.558469984842570966e+03,1.374890448377488938e+05,2.718406376879410118e+02,2.723333085393128128e-01
1.334437352031514132e-02,-4.631337468780441502e-02,2.643581426370493759e+00,3.879318048876233549e-01,7.164058341966118633e+02,3.510005912897183333e-01,1.548825627353067375e+03,1.331058071952588507e+05,2.709982098717502481e+02,2.652928756745783767e-01
1.360658460767523448e-02,-4.632306286649592875e-02,2.661720248548066881e+00,3.851486300545534647e-01,7.190821810374684446e+02,3.410840584189535618e-01,1.539224328271097875e+03,1.288550459891417559e+05,2.701569338211700710e+02,2.584226770732740985e-01
1.387162422518530176e-02,-4.633474928847641783e-02,2.679879529258613058e+00,3.824031344066688431e-01,7.217366493266405314e+02,3.312223703622088622e-01,1.529666153893021146e+03,1.247330559601507121e+05,2.693168261658047413e+02,2.517190100918236806e-01
1.413951887644471564e-02,-4.634847232586868093e-02,2.698059907709498884e+00,3.796944432633808653e-01,7.243694649695298722e+02,3.214154306366452385e-01,1.520151157144391163e+03,1.207362198631669889e+05,2.684779025475675098e+02,2.451782324776932698e-01
1.441029487724142244e-02,-4.636427077406730934e-02,2.716262029750720952e+00,3.770217085257169254e-01,7.269808521876767600e+02,3.116631366733472741e-01,1.510679378098862571e+03,1.168610073338335642e+05,2.676401776504580425e+02,2.387967625677418493e-01
1.468397836431132621e-02,-4.638218384987348453e-02,2.734486547793807176e+00,3.743841076698485870e-01,7.295710334746844410e+02,3.019653800546396316e-01,1.501250844491129556e+03,1.131039737050918047e+05,2.668036652304268159e+02,2.325710794028107986e-01
1.496059530384285553e-02,-4.640225118981088082e-02,2.752734120721056055e+00,3.717808427889268685e-01,7.321402295533871438e+02,2.923220467442567139e-01,1.491865572223505069e+03,1.094617587789099052e+05,2.659683781452925473e+02,2.264977227632829770e-01
1.524017149975218609e-02,-4.642451284861978666e-02,2.771005413785521565e+00,3.692111396804276247e-01,7.346886593343316463e+02,2.827330173103575484e-01,1.482523565865752289e+03,1.059310855582185177e+05,2.651343283846782128e+02,2.205732931301900568e-01
1.552273260174910977e-02,-4.644900929792685623e-02,2.789301098502040333e+00,3.666742469764144308e-01,7.372165398756169452e+02,2.731981671414589474e-01,1.473224819147854305e+03,1.025087589438322902e+05,2.643015270999355266e+02,2.147944515763419715e-01
1.580830411321552248e-02,-4.647578142508854149e-02,2.807621852529634587e+00,3.641694353142875817e-01,7.397240863441443253e+02,2.637173666553382922e-01,1.463969315445395523e+03,9.919166440087043156e+04,2.634699846340280942e+02,2.091579195917903644e-01
1.609691139891370956e-02,-4.650487053220652561e-02,2.825968359545643072e+00,3.616959965457439141e-01,7.422115119783184127e+02,2.542904815009674468e-01,1.454757028257255342e+03,9.597676659894287877e+04,2.626397105513419774e+02,2.036604788477939521e-01
1.638857969254274918e-02,-4.653631833531399198e-02,2.844341309111792171e+00,3.592532429818354744e-01,7.446790280522280909e+02,2.449173727535946254e-01,1.445587921675384905e+03,9.286110803014891280e+04,2.618107136674010462e+02,1.982989709033439185e-01
1.668333410415867232e-02,-4.657016696373181275e-02,2.862741396532618054e+00,3.568405066721239693e-01,7.471268438413483182e+02,2.355978971030276981e-01,1.436461950846366562e+03,8.984180760866712080e+04,2.609830020784539784e+02,1.930702968581043955e-01
1.698119962747295097e-02,-4.660645895959403262e-02,2.881169322706430780e+00,3.544571387160805886e-01,7.495551665897803559e+02,2.263319070352588502e-01,1.427379062424567564e+03,8.691605925552564440e+04,2.601565831909124427e+02,1.879714169555385395e-01
1.728220114704348553e-02,-4.664523727754242566e-02,2.899625793969184073e+00,3.521025086049765496e-01,7.519642014790572375e+02,2.171192510075129201e-01,1.418339195016652639e+03,8.408113047189674398e+04,2.593314637506114195e+02,1.829993501398038680e-01
1.758636344537004362e-02,-4.668654528459010439e-02,2.918111521931446184e+00,3.497760035926360533e-01,7.543541515985298247e+02,2.079597736168673217e-01,1.409342279617289250e+03,8.133436090407003940e+04,2.585076498718720472e+02,1.781511735698932120e-01
1.789371120990719197e-02,-4.673042676015450037e-02,2.936627223308848844e+00,3.474770280935030042e-01,7.567252179173527793e+02,1.988533157625338721e-01,1.400388240035824310e+03,7.867316090302969678e+04,2.576851470663380610e+02,1.734240220943132904e-01
1.820426904000360321e-02,-4.677692589626000069e-02,2.955173619746227054e+00,3.452050031065856950e-01,7.590775992580807952e+02,1.897997148019532343e-01,1.391476993313810453e+03,7.609501008139262558e+04,2.568639602715680326e+02,1.688150876895009589e-01
1.851806145377965854e-02,-4.682608729791111479e-02,2.973751437635752559e+00,3.429593656639189914e-01,7.614114922718852085e+02,1.807988047008257659e-01,1.382608450133204769e+03,7.359745587025614805e+04,2.560440938793582291e+02,1.643216188650047094e-01
1.883511289495144736e-02,-4.687795598363695554e-02,2.992361407929347017e+00,3.407395683022675370e-01,7.637270914153974672e+02,1.718504161772145267e-01,1.373782515215116973e+03,7.117811207833276421e+04,2.552255517637761386e+02,1.599409200383405949e-01
1.915544773960999037e-02,-4.693257738620811720e-02,3.011004265945658176e+00,3.385450785568691057e-01,7.660245889291883259e+02,1.629543768398569181e-01,1.364999087708971274e+03,6.883465745557374612e+04,2.544083373088829205e+02,1.556703508822953885e-01
1.947909030296376964e-02,-4.698999735352708818e-02,3.029680751171884623e+00,3.363753784760867283e-01,7.683041748178818580e+02,1.541105113208272870e-01,1.356258061571982807e+03,6.656483426331965893e+04,2.535924534361255098e+02,1.515073256473222774e-01
1.980606484605167486e-02,-4.705026214969371817e-02,3.048391607060728870e+00,3.342299641559061119e-01,7.705660368319067857e+02,1.453186414026935436e-01,1.347559325938841539e+03,6.436644685285747983e+04,2.527779026313780264e+02,1.474493124615477713e-01
2.013639558243295394e-02,-4.711341845624708591e-02,3.067137580822801191e+00,3.321083452932711011e-01,7.728103604508866056e+02,1.365785861403081280e-01,1.338902765481507458e+03,6.223736025411075389e+04,2.519646869716127640e+02,1.434938326107804696e-01
2.047010668486063181e-02,-4.717951337358543967e-02,3.085919423214752655e+00,3.300100447573116602e-01,7.750373288686639626e+02,1.278901619773762655e-01,1.330288260759049308e+03,6.017549877605152142e+04,2.511528081511829953e+02,1.396384598008028055e-01
2.080722229194390330e-02,-4.724859442256603564e-02,3.104737888323444217e+00,3.279345981775715901e-01,7.772471229799568846e+02,1.192531828579536657e-01,1.321715688557453177e+03,5.817884462028199778e+04,2.503422675076992618e+02,1.358808194041024320e-01
2.114776651480497482e-02,-4.732070954628662951e-02,3.123593733346458290e+00,3.258815535483928771e-01,7.794399213686397161e+02,1.106674603330157769e-01,1.313184922219344344e+03,5.624543650910702854e+04,2.495330660474810713e+02,1.322185876930906112e-01
2.149176344373452882e-02,-4.739590711205053652e-02,3.142487718369280980e+00,3.238504708486575900e-01,7.816159002976448846e+02,1.021328036622393270e-01,1.304695831963567116e+03,5.437336832929309458e+04,2.487252044705669789e+02,1.286494910617426990e-01
2.183923715485093855e-02,-4.747423591351742495e-02,3.161420606139437428e+00,3.218409216761400904e-01,7.837752337004739047e+02,9.364901991116000857e-02,1.296248285194600157e+03,5.256078779259887961e+04,2.479186831952675334e+02,1.251713052374977819e-01
2.219021171676710188e-02,-4.755574517304184817e-02,3.180393161837983040e+00,3.198524888957495205e-01,7.859180931743146630e+02,8.521591404381437251e-02,1.287842146801741819e+03,5.080589511404091900e+04,2.471135023822413643e+02,1.217818544851324153e-01
2.254471119726799561e-02,-4.764048454420168055e-02,3.199406152848537133e+00,3.178847663010049840e-01,7.880446479747415651e+02,7.683328901107397413e-02,1.279477279448106401e+03,4.910694170877563010e+04,2.463096619580853712e+02,1.184790108042640538e-01
2.290275967000344678e-02,-4.772850411451891317e-02,3.218460348524360359e+00,3.159373582880904419e-01,7.901550650120032060e+02,6.850094583474120036e-02,1.271153543849344487e+03,4.746222890835094586e+04,2.455071616384161644e+02,1.152606931219878755e-01
2.326438122119791480e-02,-4.781985440837480117e-02,3.237556519953682876e+00,3.140098795419008493e-01,7.922495088488698229e+02,6.021868368761588985e-02,1.262870799042145791e+03,4.587010669701845472e+04,2.447060009504340314e+02,1.121248664821153790e-01
2.362959995638112820e-02,-4.791458639012205478e-02,3.256695439723689134e+00,3.121019547335037725e-01,7.943281417000343936e+02,5.198629996963426841e-02,1.254628902642499270e+03,4.432897246868924412e+04,2.439061792549530878e+02,1.090695412323555435e-01
2.399844000714172060e-02,-4.801275146739637789e-02,3.275877881683474602e+00,3.102132182284809692e-01,7.963911234330474826e+02,4.380359038024995294e-02,1.246427711093737571e+03,4.283726980504622770e+04,2.431076957678843371e+02,1.060927722107142673e-01
2.437092553790628710e-02,-4.811440149462981042e-02,3.295104620706358567e+00,3.083433138056347889e-01,7.984386115707723093e+02,3.567034898716963526e-02,1.238267079904375805e+03,4.139348727524223068e+04,2.423105495811584262e+02,1.031926579322941240e-01
2.474708075274514515e-02,-4.821958877676828237e-02,3.314376432451856314e+00,3.064918943855824973e-01,8.004707612953371836e+02,2.758636829161834406e-02,1.230146863875801273e+03,3.999615725754950108e+04,2.415147396830775222e+02,1.003673397776123355e-01
2.512692990220912609e-02,-4.832836607319652977e-02,3.333694093127719249e+00,3.046586217687742848e-01,8.024877254535708744e+02,1.955143929023765020e-02,1.222066917319823006e+03,3.864385478324904398e+04,2.407202649780818717e+02,9.761500118346046195e-02
2.551049729019561063e-02,-4.844078660187205870e-02,3.353058379252362720e+00,3.028431663825045250e-01,8.044896545638977159e+02,1.156535153377503088e-02,1.214027094266157519e+03,3.733519640299595630e+04,2.399271243059228311e+02,9.493386683727690623e-02
2.589780728084878011e-02,-4.855690404367171004e-02,3.372470067418048778e+00,3.010452070365056687e-01,8.064766968246685792e+02,3.627893182703872954e-03,1.206027248659897168e+03,3.606883907583134715e+04,2.391353164602301149e+02,9.232220187592106442e-02
2.627462891421705748e-02,-4.867240314576530558e-02,3.391861401888706329e+00,2.992706645152671263e-01,8.084420865487484207e+02,-4.233217800707068414e-03,1.198095162934736891e+03,3.484771871984937025e+04,2.383476182424729473e+02,8.978714197051269885e-02
2.660495054503363502e-02,-4.877585314067772737e-02,3.417278954206516062e+00,2.969765891284097958e-01,8.109889868444655576e+02,-9.340090091297426761e-03,1.187787446936039487e+03,3.331103161831422767e+04,2.373201010839852074e+02,8.657260014079593002e-02
3.350547667814504638e-02,-5.095828949383210404e-02,3.465162142080889129e+00,2.927504942409189237e-01,8.156983292632610301e+02,-1.882902347828604647e-02,1.168642578690269147e+03,3.060233587447453101e+04,2.353997578807149864e+02,8.083584487588089951e-02
3.369990673848181906e-02,-5.102090957942363031e-02,3.467856233426586776e+00,2.925163440321312258e-01,8.159599009162225229e+02,-1.936231601567235325e-02,1.167575963154866031e+03,3.045683489991491660e+04,2.352923091364641266e+02,8.052499997718699787e-02
3.402125883281176960e-02,-5.112451355364797806e-02,3.474862077391978943e+00,2.919092252173813851e-01,8.166384297725384158e+02,-2.074426467894521439e-02,1.164807519414811395e+03,3.008178911217717541e+04,2.350131923467471040e+02,7.972244446077411673e-02
3.436178735809968660e-02,-5.123459136247711376e-02,3.486440814065396410e+00,2.909114136803494510e-01,8.177545700514127702e+02,-2.301971115466532741e-02,1.160248585395182999e+03,2.947232465403773676e+04,2.345528330073277914e+02,7.841415283624474097e-02
3.469237939918717178e-02,-5.134192385032849276e-02,3.494256998607390585e+00,2.902417504970802309e-01,8.185043139954094613e+02,-2.455204054231528710e-02,1.157182720475093447e+03,2.906810561842639436e+04,2.342427343843392862e+02,7.754358928068685874e-02
3.500889824831830699e-02,-5.144498914696909314e-02,3.492359634870336293e+00,2.904040221317126247e-01,8.183225884883623849e+02,-2.418161602881662917e-02,1.157926093291612460e+03,2.916570148238572438e+04,2.343179609332373445e+02,7.775399200678097256e-02
3.537169022922318634e-02,-5.156303844603052355e-02,3.498002195749492227e+00,2.899219829960448802e-01,8.188625077506355865e+02,-2.528671287089492153e-02,1.155716997051881663e+03,2.887644730174553843e+04,2.340943378325078186e+02,7.713000684636328597e-02
3.572075025437320556e-02,-5.167686004872068528e-02,3.498805556625922186e+00,2.898534846328734149e-01,8.189392531909743411e+02,-2.544501987085235478e-02,1.155402872452163592e+03,2.883550553964996652e+04,2.340625221770596625e+02,7.704158991127739442e-02
3.608301259007096196e-02,-5.179502265964139318e-02,3.498751701151998628e+00,2.898580755788654484e-01,8.189341093308963764e+02,-2.543571894897524166e-02,1.155423927561381333e+03,2.883824831145091230e+04,2.340646548485433129e+02,7.704751389267304462e-02
3.644748375332283047e-02,-5.191390384592845658e-02,3.497212166438446790e+00,2.899893767038430048e-01,8.187870053553936032e+02,-2.513582493463991860e-02,1.156026005051097627e+03,2.891676802496127857e+04,2.341256310420664590e+02,7.721705912815214623e-02
3.681413160743420010e-02,-5.203342662632717830e-02,3.495051395066802513e+00,2.901738645659108218e-01,8.185803476445327078e+02,-2.471415654111884866e-02,1.156871645549446384e+03,2.902734367820295665e+04,2.342112475942251422e+02,7.745567231569278066e-02
3.717979441069336338e-02,-5.215253235490732719e-02,3.492568628823731203e+00,2.903861389413562866e-01,8.183426140698356903e+02,-2.422910744198454591e-02,1.157844184028958580e+03,2.915493481879693354e+04,2.343096732061774787e+02,7.773078724719316435e-02
3.754304853241757084e-02,-5.227074392468959718e-02,3.490091383790599355e+00,2.905982557152231305e-01,8.181051103072313708e+02,-2.374477268204949754e-02,1.158815500297876952e+03,2.928281775911843215e+04,2.344079338744089966e+02,7.800629999373494272e-02
3.790297029101256238e-02,-5.238776272046186816e-02,3.487782737027178559e+00,2.907962194738046291e-01,8.178835016502899862e+02,-2.329316420873187368e-02,1.159721556275952480e+03,2.940251698680139452e+04,2.344995555392350468e+02,7.826397283216596223e-02
3.825030067967129938e-02,-5.250059037095036046e-02,3.493086296427580617e+00,2.903418527965040408e-01,8.183922072877170422e+02,-2.433353837259463401e-02,1.157641327662163349e+03,2.912828394653588475e+04,2.342891465706690894e+02,7.767334111911926298e-02
3.861011378129430849e-02,-5.261770608371674207e-02,3.482706419831381517e+00,2.912324721598179567e-01,8.173953075677818561e+02,-2.229637628730285481e-02,1.161716691573376465e+03,2.966748947410844266e+04,2.347011803559821317e+02,7.883365773261809262e-02
3.895815123802921776e-02,-5.273054778579035901e-02,3.490101042924224295e+00,2.905974280305995694e-01,8.181060369487331627e+02,-2.374799495194048621e-02,1.158811711171184243e+03,2.928231800537811432e+04,2.344075506373514202e+02,7.800522376674851044e-02
3.931856839676858145e-02,-5.284772860175917381e-02,3.479864254891130937e+00,2.914773052329094893e-01,8.171214237473658386e+02,-2.173713796827003372e-02,1.162835469218467097e+03,2.981691613234642136e+04,2.348141662706696309e+02,7.915449151122802562e-02
3.965731658636352519e-02,-5.295744082302054900e-02,3.487536369814922210e+00,2.908173613439581917e-01,8.178598373391188261e+02,-2.324442494599335621e-02,1.159818294266080784e+03,2.941532039586104656e+04,2.345093357069481499e+02,7.829152242521061900e-02
3.999635080611921301e-02,-5.306756318208479678e-02,3.484949243259726881e+00,2.910395628261602252e-01,8.176111571730585865e+02,-2.273775847085695787e-02,1.160834711516298512e+03,2.955011731647441047e+04,2.346120703922468920e+02,7.858143101262173025e-02
4.035227852582778940e-02,-5.318306083077616736e-02,3.484730853596683442e+00,2.910583355171437736e-01,8.175901501293559477e+02,-2.269615549446107536e-02,1.160920558333225244e+03,2.956152512260050207e+04,2.346207453254243376e+02,7.860595421019650475e-02
