Converging x,Converging y
-1.279476536770455912e-02,1.761676948332867657e-02
-1.279342335329636607e-02,1.761811149773687135e-02
-1.279208133888817475e-02,1.761945351214506267e-02
-1.279073932447998170e-02,1.762079552655325398e-02
-1.278939731007179038e-02,1.762213754096144530e-02
-1.278805529566359733e-02,1.762347955536963662e-02
-1.278671328125540602e-02,1.762482156977782793e-02
-1.278537126684721296e-02,1.762616358418602272e-02
-1.278402925243902165e-02,1.762750559859421404e-02
-1.278268723803082860e-02,1.762884761300240882e-02
-1.278134522362263728e-02,1.763018962741060014e-02
-1.278000320921444423e-02,1.763153164181879146e-02
-1.277866119480625118e-02,1.763287365622698277e-02
-1.277731918039805986e-02,1.763421567063517409e-02
-1.277597716598986854e-02,1.763555768504336541e-02
-1.277463515158167549e-02,1.763689969945156019e-02
-1.277329313717348244e-02,1.763824171385975498e-02
-1.277195112276529113e-02,1.763958372826794629e-02
-1.277060910835709807e-02,1.764092574267613761e-02
-1.276926709394890676e-02,1.764226775708432893e-02
-1.276792507954071371e-02,1.764360977149252024e-02
-1.276658306513252239e-02,1.764495178590071156e-02
-1.276524105072432934e-02,1.764629380030890635e-02
-1.276389903631613802e-02,1.764763581471709766e-02
-1.276255702190794497e-02,1.764897782912529245e-02
-1.276121500749975365e-02,1.765031984353348377e-02
-1.275987299309156060e-02,1.765166185794167508e-02
-1.275853097868336929e-02,1.765300387234986640e-02
-1.275718896427517624e-02,1.765434588675805772e-02
-1.275584694986698492e-02,1.765568790116624903e-02
-1.275450493545879187e-02,1.765702991557444382e-02
-1.275316292105060055e-02,1.765837192998263513e-02
-1.275182090664240750e-02,1.765971394439082992e-02
-1.275047889223421618e-02,1.766105595879902124e-02
-1.274913687782602313e-02,1.766239797320721255e-02
-1.274779486341783181e-02,1.766373998761540387e-02
-1.274645284900963876e-02,1.766508200202359519e-02
-1.274511083460144745e-02,1.766642401643178650e-02
-1.274376882019325440e-02,1.766776603083998129e-02
-1.274242680578506308e-02,1.766910804524817261e-02
-1.274108479137687003e-02,1.767045005965636739e-02
-1.273974277696867871e-02,1.767179207406455871e-02
-1.273840076256048566e-02,1.767313408847275003e-02
-1.273705874815229261e-02,1.767447610288094134e-02
-1.273571673374410129e-02,1.767581811728913266e-02
-1.273437471933590998e-02,1.767716013169732397e-02
-1.273303270492771692e-02,1.767850214610551876e-02
-1.273169069051952387e-02,1.767984416051371355e-02
-1.273034867611133256e-02,1.768118617492190486e-02
-1.272900666170313951e-02,1.768252818933009618e-02
-1.272766464729494819e-02,1.768387020373828750e-02
-1.272632263288675514e-02,1.768521221814647881e-02
-1.272498061847856382e-02,1.768655423255467013e-02
-1.272363860407037077e-02,1.768789624696286492e-02
-1.272229658966217945e-02,1.768923826137105623e-02
-1.272095457525398640e-02,1.769058027577925102e-02
-1.271961256084579509e-02,1.769192229018744233e-02
-1.271827054643760203e-02,1.769326430459563365e-02
-1.271692853202941072e-02,1.769460631900382497e-02
-1.271558651762121767e-02,1.769594833341201628e-02
-1.271424450321302635e-02,1.769729034782020760e-02
-1.271290248880483330e-02,1.769863236222840239e-02
-1.271156047439664198e-02,1.769997437663659370e-02
-1.271021845998844893e-02,1.770131639104478849e-02
-1.270887644558025761e-02,1.770265840545297981e-02
-1.270753443117206456e-02,1.770400041986117112e-02
-1.270619241676387325e-02,1.770534243426936244e-02
-1.270485040235568019e-02,1.770668444867755376e-02
-1.270350838794748888e-02,1.770802646308574507e-02
-1.270216637353929583e-02,1.770936847749393986e-02
-1.270082435913110451e-02,1.771071049190213118e-02
-1.269948234472291146e-02,1.771205250631032596e-02
-1.269814033031472014e-02,1.771339452071851728e-02
-1.269679831590652709e-02,1.771473653512670859e-02
-1.269545630149833404e-02,1.771607854953489991e-02
-1.269411428709014272e-02,1.771742056394309123e-02
-1.269277227268194967e-02,1.771876257835128601e-02
-1.269143025827375836e-02,1.772010459275947733e-02
-1.269008824386556530e-02,1.772144660716767212e-02
-1.268874622945737399e-02,1.772278862157586343e-02
-1.268740421504918094e-02,1.772413063598405475e-02
-1.268606220064098962e-02,1.772547265039224607e-02
-1.268472018623279657e-02,1.772681466480043738e-02
-1.268337817182460525e-02,1.772815667920862870e-02
-1.268203615741641220e-02,1.772949869361682348e-02
-1.268069414300822088e-02,1.773084070802501480e-02
-1.267935212860002783e-02,1.773218272243320959e-02
-1.267801011419183652e-02,1.773352473684140090e-02
-1.267666809978364346e-02,1.773486675124959222e-02
-1.267532608537545215e-02,1.773620876565778354e-02
-1.267398407096725910e-02,1.773755078006597485e-02
-1.267264205655906778e-02,1.773889279447416617e-02
